City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,barcelos,41.5388,-8.6151,12.08,84,100,7.61,PT,1709929212
281,nuuk,64.1835,-51.7216,-10.66,85,75,9.26,GL,1709929082
282,phrae,18.0833,100.0,27.25,50,100,0.91,TH,1709929212
283,argungu,12.7433,4.5269,32.69,8,100,3.1,NG,1709929213
284,margate,51.3813,1.3862,8.5,75,91,1.79,GB,1709929213
285,rotorua,-38.1387,176.2452,14.73,77,40,1.83,NZ,1709929214
286,crane,31.3974,-102.3501,17.86,32,3,4.89,US,1709929214
287,susuman,62.7833,148.1667,-33.34,100,92,0.89,RU,1709929214
288,bontang,0.1333,117.5,25.34,90,100,3.95,ID,1709929214
289,belen,36.4891,36.2233,10.08,77,75,6.17,TR,1709929215
290,tongouson,5.0214,120.1328,27.02,77,100,5.53,PH,1709929215
291,flin flon,54.7682,-101.865,-5.09,54,40,4.12,CA,1709929215
292,howrah,22.5892,88.3103,21.0,73,0,0.0,IN,1709929216
293,banamba,13.55,-7.45,30.59,10,21,3.05,ML,1709929216
294,lompoc,34.6391,-120.4579,21.58,53,0,2.06,US,1709929088
295,talnakh,69.4865,88.3972,-21.76,97,98,2.35,RU,1709929217
296,sitka,57.0531,-135.33,3.94,81,100,10.29,US,1709929217
297,phan rang-thap cham,11.5667,108.9833,22.77,84,78,2.85,VN,1709929162
298,buarcos,40.166,-8.8768,12.91,76,100,11.04,PT,1709929218
299,jakobstad,63.6749,22.7026,-1.91,95,98,1.63,FI,1709929218
300,konarka,19.9,86.1167,22.87,60,1,0.72,IN,1709929219
301,zinjibar,13.1287,45.3807,26.11,86,36,4.06,YE,1709929220
302,la'ie,21.6477,-157.9253,23.98,70,93,4.47,US,1709929220
303,neiafu,-18.65,-173.9833,28.38,78,40,5.14,TO,1709929221
304,mandalgarh,25.2,75.1,19.04,30,0,2.17,IN,1709929221
305,panjab,34.388,67.0233,-12.74,93,23,1.28,AF,1709929221
306,revda,56.801,59.9303,-8.46,94,100,2.7,RU,1709929222
307,westport,41.1415,-73.3579,14.06,45,0,3.09,US,1709929212
308,markovo,57.3206,107.0881,-6.25,98,100,1.37,RU,1709929223
309,camiri,-20.05,-63.5167,32.88,52,40,0.0,BO,1709928981
310,colonia,50.9333,6.95,8.28,58,0,3.09,DE,1709929224
311,namibe,-15.1961,12.1522,24.48,72,39,2.66,AO,1709929224
312,baardheere,2.3446,42.2764,30.31,56,41,8.91,SO,1709929225
313,saudarkrokur,65.7461,-19.6394,-0.69,80,45,2.91,IS,1709929225
314,ayr,55.4627,-4.6339,5.94,65,75,8.75,GB,1709929226
315,buryn',51.1991,33.8352,-0.16,75,47,2.88,UA,1709929226
316,urangan,-25.3,152.9,25.76,63,100,9.39,AU,1709929227
317,puerto baquerizo moreno,-0.9,-89.6,30.55,79,40,3.09,EC,1709929227
318,kuta,-8.7233,115.1723,25.97,100,40,3.6,ID,1709929227
319,ringkobing,56.0901,8.244,0.57,71,0,6.4,DK,1709929227
320,la carlota,10.4233,122.9208,24.34,83,100,4.11,PH,1709929228
321,rabaul,-4.1967,152.1721,27.26,80,62,0.79,PG,1709929228
322,buchanan,5.8808,-10.0467,27.41,86,99,2.98,LR,1709929228
323,salalah,17.0151,54.0924,25.09,79,98,2.33,OM,1709929228
324,keetmanshoop,-26.5833,18.1333,29.51,20,0,1.54,NA,1709929229
325,at taj,24.2049,23.2857,21.84,16,0,5.18,LY,1709929229
326,guerrero,17.6667,-100.0,33.21,16,2,2.06,MX,1709929111
327,kerikeri,-35.2268,173.9474,17.23,84,24,1.91,NZ,1709929229
328,sinabang,2.4803,96.3801,24.84,90,100,3.79,ID,1709929229
329,maragogi,-9.0122,-35.2225,28.49,75,75,4.33,BR,1709929051
330,ciudad lazaro cardenas,17.9583,-102.2,27.05,60,43,4.55,MX,1709929230
331,yazd,31.8972,54.3675,17.06,16,0,3.09,IR,1709929230
332,ola,59.5833,151.2833,-17.7,80,100,2.98,RU,1709929230
333,simpang,-1.2667,104.0833,24.19,96,100,1.23,ID,1709929039
334,tchintabaraden,15.8969,5.7985,29.98,9,53,5.35,NE,1709929231
335,hawkesbury,45.6001,-74.616,7.81,44,77,5.26,CA,1709929231
336,vila velha,-20.3297,-40.2925,25.97,83,75,3.09,BR,1709929231
337,port macquarie,-31.4333,152.9167,18.83,73,100,1.02,AU,1709929231
338,afaahiti,-17.75,-149.2833,27.93,82,48,6.29,PF,1709929231
339,harper,4.375,-7.7169,27.06,86,52,3.29,LR,1709929232
340,honfleur,49.4198,0.2329,10.84,74,0,6.17,FR,1709929236
341,ulsteinvik,62.3432,5.8487,3.07,77,10,3.13,NO,1709929236
342,morondava,-20.2833,44.2833,27.66,83,100,3.41,MG,1709929236
343,puerto pilon,9.3644,-79.7933,33.21,70,47,4.41,PA,1709929236
344,velingara,13.15,-14.1167,32.2,19,58,2.92,SN,1709929236
345,shimoda,34.6667,138.95,4.5,72,0,11.11,JP,1709929247
346,coquimbo,-29.9533,-71.3436,21.85,56,0,6.69,CL,1709929190
347,barbacena,-21.2258,-43.7736,24.73,69,40,3.6,BR,1709929257
348,aripuana,-9.1667,-60.6333,26.88,92,98,0.65,BR,1709928992
349,ad dilam,23.9915,47.1627,19.23,34,0,5.1,SA,1709929258
350,ayas,40.0193,32.3322,3.9,74,100,1.1,TR,1709929258
351,cabedelo,-6.9811,-34.8339,30.37,69,100,5.37,BR,1709929084
352,port-vila,-17.7338,168.3219,23.78,100,100,1.54,VU,1709929258
353,kayangel,8.0823,134.7173,27.35,73,100,7.82,PW,1709929261
354,fort mcmurray,56.7268,-111.381,2.77,47,0,3.6,CA,1709929263
355,fort st. john,56.2499,-120.8529,4.94,60,75,5.14,CA,1709929263
356,ghanzi,-21.5667,21.7833,28.12,29,62,4.04,BW,1709929263
357,genhe,50.7833,121.5167,-26.49,100,99,0.47,CN,1709929265
358,jinchang,38.4953,102.1739,-0.33,29,6,1.24,CN,1709929266
359,rio san juan,19.6439,-70.0763,27.36,73,10,6.54,DO,1709929267
360,ulladulla,-35.35,150.4667,18.12,84,0,2.32,AU,1709929267
361,carbonear,47.7332,-53.2148,-0.77,96,100,12.1,CA,1709929268
362,tazovsky,67.4667,78.7,-32.58,100,34,2.25,RU,1709929268
363,aykhal,66.0,111.5,-15.85,98,100,1.4,RU,1709929269
364,norfolk county,42.1668,-71.2495,11.86,48,0,5.14,US,1709929269
365,la passe,45.5549,-0.8967,8.13,80,62,6.99,FR,1709929270
366,guixi,28.2886,117.2133,9.34,74,99,2.5,CN,1709929270
367,belyy yar,53.6039,91.3903,-4.06,63,0,2.0,RU,1709929271
368,preston,53.7667,-2.7167,5.74,73,59,9.16,GB,1709929271
369,mandal,25.45,74.5667,18.34,29,0,4.04,IN,1709929272
370,xilin hot,43.9667,116.0333,-14.23,84,34,2.41,CN,1709929273
371,okhotsk,59.3833,143.3,-22.87,98,53,2.65,RU,1709929273
372,manta,-0.95,-80.7333,29.88,79,40,4.92,EC,1709929274
373,ar ruways,24.1103,52.7306,21.78,83,94,5.37,AE,1709929275
374,quatre cocos,-20.2078,57.7625,25.06,85,11,4.25,MU,1709929275
375,st. john's,47.5649,-52.7093,-1.03,97,100,12.86,CA,1709929106
376,okola,4.0167,11.3833,22.38,95,61,1.98,CM,1709929276
377,jarabacoa,19.1218,-70.6422,30.6,68,63,1.82,DO,1709929277
378,jinghong,21.991,100.7341,17.79,37,4,1.27,CN,1709929278
379,guatrache,-37.6678,-63.5302,32.89,32,2,0.92,AR,1709929278
380,tabuk,17.4189,121.4443,21.47,89,99,2.95,PH,1709929279
381,kirensk,57.7853,108.1119,-5.02,94,100,1.79,RU,1709929279
382,kuhdasht,33.535,47.6061,7.53,74,71,1.1,IR,1709929280
383,krasnokuts'k,50.066,35.1628,0.07,66,23,3.08,UA,1709929280
384,crateus,-5.1783,-40.6775,29.78,59,43,3.45,BR,1709929280
385,tshabong,-26.05,22.45,26.96,17,0,5.31,BW,1709929281
386,jatoba,-9.1831,-38.2689,30.93,48,98,3.98,BR,1709929281
387,umluj,25.0213,37.2685,20.29,53,0,3.98,SA,1709929282
388,sijunjung,-0.6876,100.9537,22.17,98,100,0.65,ID,1709929283
389,isfahan,32.6572,51.6776,6.8,37,39,1.78,IR,1709929283
390,frankfort,-27.2667,28.4833,19.7,26,0,0.93,ZA,1709929035
391,barra dos coqueiros,-10.9089,-37.0386,30.01,74,40,5.14,BR,1709929284
392,hoek van holland,51.9775,4.1333,7.99,70,5,1.79,NL,1709929284
393,arba minch,6.0333,37.55,24.53,54,86,1.47,ET,1709929285
394,kita,13.0349,-9.4895,33.35,11,90,2.13,ML,1709929286
395,coari,-4.085,-63.1414,27.9,88,100,1.71,BR,1709929286
396,fenghua,29.6563,121.4064,2.94,81,7,1.0,CN,1709929287
397,antonio enes,-16.2325,39.9086,26.34,86,100,1.48,MZ,1709929288
398,palmer,42.1584,-72.3287,13.46,33,40,3.6,US,1709929288
399,cockburn town,21.4612,-71.1419,25.68,80,0,5.13,TC,1709929289
400,meleuz,52.9667,55.9167,-14.56,97,100,2.38,RU,1709929289
401,port alfred,-33.5906,26.891,19.54,92,40,0.45,ZA,1709929290
402,nagua,19.3832,-69.8474,31.17,74,20,4.12,DO,1709929290
403,wajir,1.7471,40.0573,32.08,43,59,5.79,KE,1709929290
404,kwolla,8.9333,9.2833,27.82,61,95,1.66,NG,1709929291
405,saurimo,-9.6608,20.3916,19.96,94,46,1.14,AO,1709929291
406,noyabrsk,63.1994,75.4507,-9.87,94,100,5.36,RU,1709929292
407,adiake,5.2863,-3.304,26.85,86,69,2.67,CI,1709929293
408,santa terezinha,-29.9002,-50.0904,22.6,97,100,4.38,BR,1709929294
409,port douglas,-16.4833,145.4667,26.64,87,99,6.05,AU,1709929294
410,klyuchi,52.2667,79.1667,-14.18,97,70,3.06,RU,1709929295
411,sechenovo,55.2244,45.8906,-10.56,100,90,1.91,RU,1709929295
412,fale old settlement,-9.3852,-171.2468,28.81,72,15,2.85,TK,1709929296
413,smidovich,48.6,133.8167,-23.02,100,99,0.69,RU,1709929297
414,laguna de perlas,12.3429,-83.6712,31.05,54,0,3.5,NI,1709929297
415,kailua-kona,19.6406,-155.9956,26.82,75,0,2.57,US,1709929298
416,broken hill,-31.95,141.4333,27.06,42,25,6.97,AU,1709929298
417,charlottetown,46.2352,-63.1267,-0.84,91,100,11.32,CA,1709929299
418,cascais,38.6979,-9.4215,14.41,90,100,14.31,PT,1709929300
419,vilyuysk,63.7553,121.6247,-20.36,99,100,2.6,RU,1709929300
420,mitu,1.1983,-70.1733,28.5,81,82,0.64,CO,1709929300
421,egilsstadir,65.2653,-14.3948,5.95,65,40,3.09,IS,1709929301
422,edmundston,47.3737,-68.3251,6.18,27,0,1.54,CA,1709929301
423,corner brook,48.9667,-57.9484,-1.91,80,100,5.8,CA,1709929266
424,longboat key,27.4125,-82.659,31.27,65,40,6.69,US,1709929111
425,beira,-19.8436,34.8389,26.05,94,0,2.06,MZ,1709929080
426,iskateley,67.6803,53.1512,-21.1,100,99,2.68,RU,1709929302
427,oranjemund,-28.55,16.4333,18.07,91,0,4.82,NA,1709929302
428,martapura,-3.4167,114.85,25.05,100,100,3.09,ID,1709929303
429,buta,2.7858,24.73,23.73,82,29,0.51,CD,1709929303
430,valparaiso,-33.0393,-71.6273,26.13,40,0,8.75,CL,1709929303
431,waingapu,-9.6567,120.2641,26.96,88,100,3.51,ID,1709929303
432,chiva,39.4667,-0.7167,12.5,52,61,5.04,ES,1709929303
433,port-gentil,-0.7193,8.7815,28.71,81,84,4.44,GA,1709929304
434,thetford-mines,46.0937,-71.3054,5.06,43,2,2.1,CA,1709929276
435,adrar,20.5022,-10.0711,25.61,10,10,5.58,MR,1709929304
436,collie,-33.3667,116.15,9.13,85,0,1.39,AU,1709929304
437,palasa,18.7667,84.4167,25.47,78,36,1.73,IN,1709929304
438,pokhara,28.2333,83.9833,14.89,30,0,2.94,NP,1709929304
439,port lincoln,-34.7333,135.8667,23.67,59,3,3.83,AU,1709929305
440,laguna,38.421,-121.4238,18.94,58,0,2.57,US,1709929305
441,illizi,26.4833,8.4667,21.89,16,0,4.51,DZ,1709929305
442,minot,48.2325,-101.2963,-1.88,50,0,5.14,US,1709929255
443,vilhena,-12.7406,-60.1458,29.12,61,20,3.6,BR,1709929306
444,christchurch,-43.5333,172.6333,14.07,85,17,2.57,NZ,1709929068
445,guerrero negro,27.9769,-114.0611,17.79,57,48,7.25,MX,1709929306
446,takoradi,4.8845,-1.7554,27.56,83,100,4.24,GH,1709929306
447,gonabad,34.3529,58.6837,11.19,77,100,3.26,IR,1709929306
448,jabat,7.75,168.9751,26.94,81,100,11.4,MH,1709929306
449,freetown,8.484,-13.2299,28.84,70,20,5.14,SL,1709929307
450,tongshan,34.1805,117.1571,1.78,52,35,2.41,CN,1709929143
451,aral,40.5156,81.2636,6.52,33,0,2.77,CN,1709929307
452,sao jose da coroa grande,-8.8978,-35.1478,28.62,73,73,4.05,BR,1709929307
453,jiayuguan,39.8167,98.3,1.25,33,42,3.99,CN,1709929308
454,viana do castelo,41.6932,-8.8329,10.64,78,100,9.69,PT,1709929308
455,bandraboua,-12.7044,45.1223,28.82,75,100,2.86,YT,1709929308
456,tonekabon,36.8163,50.8738,9.97,87,81,1.49,IR,1709929308
457,kangding,30.0513,101.9603,1.81,72,41,0.82,CN,1709929308
458,zonguldak,41.25,31.8333,4.23,91,100,1.56,TR,1709929309
459,vrsac,45.1167,21.3036,4.9,75,0,5.66,RS,1709929309
460,pons,45.5799,-0.5478,7.99,97,75,5.14,FR,1709929309
461,ketchikan,55.3422,-131.6461,6.99,75,100,5.66,US,1709929309
462,baie-comeau,49.2168,-68.1489,-2.18,69,0,3.6,CA,1709929186
463,fortuna foothills,32.6578,-114.4119,22.34,34,40,4.63,US,1709929310
464,solnechnyy,50.7214,136.6319,-17.95,97,75,1.53,RU,1709929310
465,nikolayevsk-on-amure,53.1406,140.73,-19.93,100,91,1.2,RU,1709929310
466,tamandare,-8.7597,-35.1047,28.63,72,68,3.3,BR,1709929310
467,panacan,9.2463,118.4082,24.7,68,100,4.0,PH,1709929310
468,prades,42.5833,2.1667,-0.18,90,85,3.14,FR,1709929311
469,mukalla,14.5425,49.1242,25.96,80,98,1.45,YE,1709929311
470,selfoss,63.9331,-20.9971,3.36,76,97,5.57,IS,1709929311
471,maamba,-17.3667,27.15,22.94,80,100,2.53,ZM,1709929311
472,katsuren-haebaru,26.3369,127.8719,15.22,50,75,3.6,JP,1709929312
473,egersund,58.4513,5.9997,0.6,79,1,2.82,NO,1709929312
474,badger,64.8,-147.5333,-12.38,80,100,0.0,US,1709929312
475,muzaffarabad,34.37,73.4711,9.76,64,0,2.83,PK,1709929312
476,huarmey,-10.0681,-78.1522,26.43,71,24,5.58,PE,1709929312
477,dudinka,69.4058,86.1778,-19.62,99,100,2.24,RU,1709929312
478,weno,7.4515,151.8468,27.22,79,100,7.77,FM,1709929313
479,jackson,42.4165,-122.8345,15.55,56,0,1.54,US,1709929249
480,mutuali,-14.8706,37.0044,21.35,96,100,1.0,MZ,1709929042
481,mancio lima,-7.6142,-72.8958,30.04,70,75,2.57,BR,1709929313
482,andkhoy,36.9529,65.1238,13.02,61,100,4.54,AF,1709929313
483,newman,37.3138,-121.0208,17.3,53,0,0.86,US,1709929314
484,oswego,43.4501,-76.1497,15.51,42,51,3.13,US,1709929314
485,karachi,24.9056,67.0822,19.9,45,12,0.0,PK,1709929314
486,kigoma,-4.8769,29.6267,24.3,79,24,0.66,TZ,1709929314
487,krasnozerskoye,53.9828,79.2374,-16.62,99,62,3.15,RU,1709929314
488,zdar nad sazavou,49.5626,15.9392,3.88,62,99,5.36,CZ,1709929314
489,barroquinha,-3.0189,-41.1361,26.31,89,100,3.15,BR,1709929315
490,severo-yeniseyskiy,60.3725,93.0408,-23.41,100,99,2.15,RU,1709929315
491,erenhot,43.6475,111.9767,-2.98,30,0,3.71,CN,1709929315
492,balqash,46.8481,74.995,-0.83,98,95,3.56,KZ,1709929315
493,ilhabela,-23.7781,-45.3581,25.17,91,93,5.36,BR,1709929316
494,east end,34.5507,-92.341,17.62,92,100,1.9,US,1709929316
495,smithers,54.7804,-127.1743,2.18,93,100,1.54,CA,1709929212
496,palmas,-10.2128,-48.3603,33.93,55,20,2.06,BR,1709929316
497,amarante,-6.2411,-42.8547,29.93,77,95,0.85,BR,1709929316
498,santa elena de uairen,4.6167,-61.1333,28.41,47,100,2.42,VE,1709929317
499,bialobrzegi,51.6469,20.9504,1.79,59,0,1.95,PL,1709929317
500,borujen,31.9652,51.2873,3.34,61,0,2.73,IR,1709929317
501,vieste,41.8825,16.175,12.34,75,100,6.06,IT,1709929317
502,razole,16.4833,81.8333,23.08,91,5,0.83,IN,1709929318
503,san patricio,28.017,-97.5169,32.97,34,48,7.43,US,1709929318
504,yanchep,-31.55,115.6833,16.08,66,0,7.02,AU,1709929318
505,boa vista,2.8197,-60.6733,34.99,38,75,6.69,BR,1709929318
506,yinchuan,38.4681,106.2731,1.34,28,1,0.7,CN,1709929318
507,cave spring,37.2276,-80.0128,15.16,69,100,4.12,US,1709929319
508,pyt-yakh,60.7499,72.8582,-6.87,93,100,4.13,RU,1709929319
509,yatou,37.15,122.3833,-1.18,55,0,3.21,CN,1709929319
510,port said,31.2565,32.2841,16.99,63,0,3.6,EG,1709929319
511,sinop,41.7711,34.8709,4.0,94,100,1.16,TR,1709929319
512,ryazanskaya,44.9553,39.5889,1.81,91,100,1.04,RU,1709929227
513,lorengau,-2.0226,147.2712,26.98,83,19,1.2,PG,1709929320
514,palmital,-22.7889,-50.2175,29.41,59,87,1.7,BR,1709929320
515,herat,34.5,62.0,12.63,51,100,4.7,AF,1709929320
516,qalat,32.1058,66.9083,7.41,55,28,0.15,AF,1709929320
517,tono,39.3167,141.5333,-1.86,97,100,1.05,JP,1709929202
518,murliganj,25.9,86.9833,16.57,28,0,3.89,IN,1709929321
519,rundu,-17.9333,19.7667,22.21,70,100,2.06,NA,1709929150
520,wanning,18.8003,110.3967,21.89,95,100,3.31,CN,1709929321
521,coxen hole,16.3244,-86.5366,29.6,66,0,7.2,HN,1709929321
522,minas de marcona,-15.2119,-75.1103,22.93,63,83,7.47,PE,1709929322
523,pedro juan caballero,-22.5472,-55.7333,29.98,66,40,1.54,PY,1709929322
524,auki,-8.7676,160.7034,26.69,87,93,0.43,SB,1709929322
525,itamarandiba,-17.8572,-42.8589,22.42,92,90,2.22,BR,1709929322
526,al hudaydah,14.7978,42.9545,27.13,75,11,7.55,YE,1709929323
527,shiguai,40.7058,110.2856,-2.23,32,0,1.15,CN,1709929323
528,petnjica,42.9092,19.9638,3.82,91,54,1.08,ME,1709929323
529,santa maria da vitoria,-13.3947,-44.1886,28.36,69,92,1.27,BR,1709929323
530,cosala,24.4125,-106.6908,29.83,13,14,3.27,MX,1709929323
531,dothan,31.2232,-85.3905,23.58,70,100,7.72,US,1709929324
532,isangel,-19.55,169.2667,25.06,94,100,1.03,VU,1709929324
533,mariinsk,56.2139,87.7472,-16.21,95,65,2.83,RU,1709929324
534,kalabo,-14.97,22.6814,21.19,92,100,4.13,ZM,1709929325
535,bangassou,4.7413,22.8184,28.43,36,85,1.83,CF,1709929325
536,akkol',48.7833,53.2,-4.55,61,1,0.95,KZ,1709929325
537,callao,-12.0667,-77.15,26.16,65,0,7.72,PE,1709929325
538,taoyuan city,24.9937,121.297,14.98,69,20,7.2,TW,1709929325
539,nova xavantina,-14.6667,-52.35,31.17,68,82,0.41,BR,1709929326
540,makubetsu,45.3714,141.8211,-4.54,87,100,2.68,JP,1709929326
541,quang ngai,15.1167,108.8,21.31,95,16,1.36,VN,1709929327
542,kabwe,-14.4469,28.4464,19.73,95,91,1.92,ZM,1709929327
543,el nido,11.1858,119.3956,25.72,78,91,4.22,PH,1709929327
544,salinas,36.6777,-121.6555,20.31,55,0,4.12,US,1709929295
545,chaman,30.9236,66.4512,10.51,42,89,1.55,PK,1709929327
546,brookings,44.3114,-96.7984,4.69,47,0,9.77,US,1709929328
547,alghero,40.5589,8.3181,14.05,82,20,5.66,IT,1709929328
548,jayapura,-2.5333,140.7,23.66,90,68,1.73,ID,1709929328
549,la crosse,43.8014,-91.2396,5.96,61,100,6.69,US,1709929328
550,ghat,24.9647,10.1728,22.93,14,0,4.99,LY,1709929329
551,queenstown,-31.8976,26.8753,15.23,89,0,2.43,ZA,1709929329
552,kidodi,-7.6036,37.0044,23.9,83,43,1.46,TZ,1709929329
553,dzhangala,49.2167,50.3333,-3.24,75,17,2.95,KZ,1709929330
554,alaghsas,17.0187,8.0168,31.02,10,15,5.93,NE,1709929330
555,talcahuano,-36.7167,-73.1167,15.82,88,75,4.12,CL,1709929330
556,acarau,-2.8856,-40.12,27.34,83,100,5.58,BR,1709929313
557,banda aceh,5.5577,95.3222,27.16,73,100,2.78,ID,1709929331
558,naifaru,5.4444,73.3657,27.45,72,18,1.83,MV,1709929331
559,swift current,50.2834,-107.8014,0.45,59,0,7.72,CA,1709929331
560,gisborne,-38.6533,178.0042,18.71,66,40,4.3,NZ,1709929331
561,yarmouth,41.7057,-70.2286,6.26,74,75,10.73,US,1709929301
562,kampene,-3.6,26.6667,21.97,96,89,0.53,CD,1709929332
563,al ghayzah,16.2079,52.176,25.59,76,99,5.03,YE,1709929332
